eval_id,model,domain,question,ground_truth,response,latency,input_tokens,output_tokens,judge_evaluation,judge_score
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/global.amazon.nova-2-lite-v1:0,tech,¿Qué significa CPU?,Central Processing Unit,Error: Model provider should be supplied when passing a model ARN as model_id,1.0013580322265625e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/global.amazon.nova-2-lite-v1:0,tech,¿Quién fundó Microsoft?,Bill Gates y Paul Allen,Error: Model provider should be supplied when passing a model ARN as model_id,1.0013580322265625e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/global.amazon.nova-2-lite-v1:0,tech,¿Qué es Python?,Un lenguaje de programación,Error: Model provider should be supplied when passing a model ARN as model_id,1.0013580322265625e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/global.amazon.nova-2-lite-v1:0,tech,¿Qué significa HTML?,HyperText Markup Language,Error: Model provider should be supplied when passing a model ARN as model_id,1.0013580322265625e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/global.amazon.nova-2-lite-v1:0,tech,¿Qué es una GPU?,Graphics Processing Unit,Error: Model provider should be supplied when passing a model ARN as model_id,9.775161743164062e-06,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/global.amazon.nova-2-lite-v1:0,tech,¿Qué es AWS?,Amazon Web Services,Error: Model provider should be supplied when passing a model ARN as model_id,9.775161743164062e-06,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/global.amazon.nova-2-lite-v1:0,tech,¿Qué es Machine Learning?,Aprendizaje automático,Error: Model provider should be supplied when passing a model ARN as model_id,1.0251998901367188e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/global.amazon.nova-2-lite-v1:0,tech,¿Qué significa API?,Application Programming Interface,Error: Model provider should be supplied when passing a model ARN as model_id,1.0251998901367188e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/global.amazon.nova-2-lite-v1:0,tech,¿Qué es Git?,Sistema de control de versiones,Error: Model provider should be supplied when passing a model ARN as model_id,1.0013580322265625e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/global.amazon.nova-2-lite-v1:0,tech,¿Qué es una base de datos?,Sistema para almacenar datos,Error: Model provider should be supplied when passing a model ARN as model_id,9.5367431640625e-06,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,math,¿Cuánto es 15 + 27?,42,Error: Model provider should be supplied when passing a model ARN as model_id,4.76837158203125e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,math,¿Cuál es la raíz cuadrada de 144?,12,Error: Model provider should be supplied when passing a model ARN as model_id,2.288818359375e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,math,¿Cuánto es 8 x 7?,56,Error: Model provider should be supplied when passing a model ARN as model_id,1.3589859008789062e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,math,¿Cuánto es 100 - 37?,63,Error: Model provider should be supplied when passing a model ARN as model_id,1.2874603271484375e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,math,¿Cuánto es 50 / 5?,10,Error: Model provider should be supplied when passing a model ARN as model_id,1.1682510375976562e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,math,¿Cuánto es 2 elevado a 5?,32,Error: Model provider should be supplied when passing a model ARN as model_id,1.1682510375976562e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,math,¿Cuánto es 15% de 200?,30,Error: Model provider should be supplied when passing a model ARN as model_id,1.0967254638671875e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,math,¿Cuál es el perímetro de un cuadrado de lado 5?,20,Error: Model provider should be supplied when passing a model ARN as model_id,1.049041748046875e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,math,¿Cuántos grados tiene un triángulo?,180 grados,Error: Model provider should be supplied when passing a model ARN as model_id,1.049041748046875e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,math,¿Cuánto es 3/4 más 1/4?,1,Error: Model provider should be supplied when passing a model ARN as model_id,1.0013580322265625e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,science,¿Cuál es el símbolo químico del agua?,H2O,Error: Model provider should be supplied when passing a model ARN as model_id,1.5497207641601562e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,science,¿Cuántos planetas hay en el sistema solar?,8 planetas,Error: Model provider should be supplied when passing a model ARN as model_id,1.4543533325195312e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,science,¿Qué gas respiramos?,Oxígeno,Error: Model provider should be supplied when passing a model ARN as model_id,1.1682510375976562e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,science,¿Cuál es el planeta más grande?,Júpiter,Error: Model provider should be supplied when passing a model ARN as model_id,1.1444091796875e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,science,¿A qué velocidad viaja la luz?,"300,000 kilómetros por segundo",Error: Model provider should be supplied when passing a model ARN as model_id,1.0251998901367188e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,science,¿Qué es la fotosíntesis?,Proceso donde las plantas producen alimento usando luz solar,Error: Model provider should be supplied when passing a model ARN as model_id,1.0013580322265625e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,science,¿Cuántos huesos tiene el cuerpo humano adulto?,206 huesos,Error: Model provider should be supplied when passing a model ARN as model_id,1.0013580322265625e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,science,¿Qué es el ADN?,"Ácido desoxirribonucleico, material genético",Error: Model provider should be supplied when passing a model ARN as model_id,1.0967254638671875e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,science,¿Cuál es la temperatura de ebullición del agua?,100 grados Celsius,Error: Model provider should be supplied when passing a model ARN as model_id,1.0967254638671875e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,science,¿Qué fuerza mantiene los planetas en órbita?,La gravedad,Error: Model provider should be supplied when passing a model ARN as model_id,1.0251998901367188e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,history,¿En qué año llegó Colón a América?,1492,Error: Model provider should be supplied when passing a model ARN as model_id,6.151199340820312e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,history,¿Quién fue el primer presidente de Estados Unidos?,George Washington,Error: Model provider should be supplied when passing a model ARN as model_id,1.6689300537109375e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,history,¿En qué año cayó el Muro de Berlín?,1989,Error: Model provider should be supplied when passing a model ARN as model_id,1.2636184692382812e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,history,¿Quién pintó la Mona Lisa?,Leonardo da Vinci,Error: Model provider should be supplied when passing a model ARN as model_id,1.0967254638671875e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,history,¿En qué año terminó la Segunda Guerra Mundial?,1945,Error: Model provider should be supplied when passing a model ARN as model_id,1.0251998901367188e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,history,¿Quién fue Napoleón Bonaparte?,Emperador francés y líder militar,Error: Model provider should be supplied when passing a model ARN as model_id,1.0251998901367188e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,history,¿En qué siglo ocurrió la Revolución Francesa?,Siglo XVIII (1789),Error: Model provider should be supplied when passing a model ARN as model_id,9.775161743164062e-06,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,history,¿Qué fue la Guerra Fría?,Conflicto político e ideológico entre USA y URSS,Error: Model provider should be supplied when passing a model ARN as model_id,1.049041748046875e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,history,¿Quién descubrió la penicilina?,Alexander Fleming,Error: Model provider should be supplied when passing a model ARN as model_id,1.0013580322265625e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,history,¿En qué año se fundó la ONU?,1945,Error: Model provider should be supplied when passing a model ARN as model_id,1.0013580322265625e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,geography,¿Cuál es la capital de Francia?,París,Error: Model provider should be supplied when passing a model ARN as model_id,1.33514404296875e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,geography,¿Cuál es el río más largo del mundo?,El río Amazonas,Error: Model provider should be supplied when passing a model ARN as model_id,1.1682510375976562e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,geography,¿En qué continente está Egipto?,África,Error: Model provider should be supplied when passing a model ARN as model_id,1.2159347534179688e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,geography,¿Cuál es el océano más grande?,El Océano Pacífico,Error: Model provider should be supplied when passing a model ARN as model_id,1.1205673217773438e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,geography,¿Cuál es la montaña más alta del mundo?,El Monte Everest,Error: Model provider should be supplied when passing a model ARN as model_id,1.049041748046875e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,geography,¿Cuántos continentes hay?,7 continentes,Error: Model provider should be supplied when passing a model ARN as model_id,1.1205673217773438e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,geography,¿Cuál es el país más grande del mundo?,Rusia,Error: Model provider should be supplied when passing a model ARN as model_id,1.1205673217773438e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,geography,¿Dónde está la Torre Eiffel?,"París, Francia",Error: Model provider should be supplied when passing a model ARN as model_id,1.0251998901367188e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,geography,¿Cuál es el desierto más grande?,El desierto del Sahara,Error: Model provider should be supplied when passing a model ARN as model_id,1.0251998901367188e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,geography,¿En qué país están las pirámides de Giza?,Egipto,Error: Model provider should be supplied when passing a model ARN as model_id,1.0013580322265625e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,tech,¿Qué significa CPU?,Central Processing Unit,Error: Model provider should be supplied when passing a model ARN as model_id,1.2874603271484375e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,tech,¿Quién fundó Microsoft?,Bill Gates y Paul Allen,Error: Model provider should be supplied when passing a model ARN as model_id,1.2874603271484375e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,tech,¿Qué es Python?,Un lenguaje de programación,Error: Model provider should be supplied when passing a model ARN as model_id,1.0251998901367188e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,tech,¿Qué significa HTML?,HyperText Markup Language,Error: Model provider should be supplied when passing a model ARN as model_id,1.0728836059570312e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,tech,¿Qué es una GPU?,Graphics Processing Unit,Error: Model provider should be supplied when passing a model ARN as model_id,1.1444091796875e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,tech,¿Qué es AWS?,Amazon Web Services,Error: Model provider should be supplied when passing a model ARN as model_id,1.0728836059570312e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,tech,¿Qué es Machine Learning?,Aprendizaje automático,Error: Model provider should be supplied when passing a model ARN as model_id,1.049041748046875e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,tech,¿Qué significa API?,Application Programming Interface,Error: Model provider should be supplied when passing a model ARN as model_id,1.049041748046875e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,tech,¿Qué es Git?,Sistema de control de versiones,Error: Model provider should be supplied when passing a model ARN as model_id,1.0251998901367188e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
20260209_220019,arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-haiku-20240307-v1:0,tech,¿Qué es una base de datos?,Sistema para almacenar datos,Error: Model provider should be supplied when passing a model ARN as model_id,1.0251998901367188e-05,0,0,Error: Model provider should be supplied when passing a model ARN as model_id,0
